question_id,level,category,type,status,question,gold,pred,type_aware_score,exact_match,token_f1,bertscore_f1,rougeL,rouge1,rouge2
,,,text,,What is the hostname of the p2 equipment? [Answer format: exact value only],p2,,1.0,1.0,1.0,0.976568877696991,1.0,1.0,0.0
,,,text,,What is the hostname of the pe2 equipment? [Answer format: exact value only],pe2,,1.0,1.0,1.0,0.9514009356498718,1.0,1.0,0.0
,,,text,,What is the hostname of the p3 equipment? [Answer format: exact value only],p3,,1.0,1.0,1.0,0.9644358158111572,1.0,1.0,0.0
,,,text,,What is the hostname of the p4 device? [Answer format: exact value only],p4,,1.0,1.0,1.0,0.9747598171234131,1.0,1.0,0.0
,,,text,,What is the hostname of the leaf3 device? [Answer format: exact value only],leaf3,,1.0,1.0,1.0,0.9126588106155396,1.0,1.0,0.0
,,,text,,What is the hostname of the leaf1 device? [Answer format: exact value only],leaf1,,1.0,1.0,1.0,0.893597424030304,1.0,1.0,0.0
,,,text,,What is the hostname of the pe1 device? [Answer format: exact value only],pe1,,1.0,1.0,1.0,0.9613977670669556,1.0,1.0,0.0
,,,text,,What is the hostname of the p1 equipment? [Answer format: exact value only],p1,,1.0,1.0,1.0,0.9761630296707153,1.0,1.0,0.0
,,,text,,What is the hostname of the leaf4 device? [Answer format: exact value only],leaf4,,1.0,1.0,1.0,0.9140824675559998,1.0,1.0,0.0
,,,text,,What is the hostname of the leaf2 device? [Answer format: exact value only],leaf2,,1.0,1.0,1.0,0.9003492593765259,1.0,1.0,0.0
,,,text,,What is the operating system (OS) version of the p2 equipment? [Answer format: exact value only],15.7,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,text,,What is the operating system (OS) version of the leaf4 device? [Answer format: exact value only],15.7,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,text,,What is the operating system (OS) version of the pe1 equipment? [Answer format: exact value only],15.7,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,text,,What is the operating system (OS) version of the p1 equipment? [Answer format: exact value only],15.7,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,text,,What is the operating system (OS) version of the p3 equipment? [Answer format: exact value only],15.7,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,text,,What is the operating system (OS) version of the pe2 equipment? [Answer format: exact value only],15.7,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,text,,What is the operating system (OS) version of the p4 equipment? [Answer format: exact value only],15.7,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,set,,Please provide the list of local users registered on the pe2 device. [Answer format: list],[admin],,1.0,1.0,1.0,1.0,1.0,1.0,0.0
,,,set,,Please provide the list of local users registered on the leaf4 device. [Answer format: list],[admin],,1.0,1.0,1.0,1.0,1.0,1.0,0.0
,,,set,,Please provide the list of local users registered on the p1 device. [Answer format: list],[admin],,1.0,1.0,1.0,1.0,1.0,1.0,0.0
,,,set,,Please provide the list of local users registered on the leaf1 device. [Answer format: list],[admin],,1.0,1.0,1.0,1.0,1.0,1.0,0.0
,,,set,,Please provide the list of local users registered on the leaf2 device. [Answer format: list],[admin],,1.0,1.0,1.0,1.0,1.0,1.0,0.0
,,,set,,Please provide the list of local users registered on the p2 device. [Answer format: list],[admin],,1.0,1.0,1.0,1.0,1.0,1.0,0.0
,,,set,,Please provide the list of local users registered on the p4 equipment. [Answer format: list],[admin],,1.0,1.0,1.0,1.0,1.0,1.0,0.0
,,,set,,Please provide the list of local users registered on the p3 device. [Answer format: list],[admin],,1.0,1.0,1.0,1.0,1.0,1.0,0.0
,,,set,,Please provide the list of local users registered on the leaf3 device. [Answer format: list],[admin],,1.0,1.0,1.0,1.0,1.0,1.0,0.0
,,,set,,Please provide the list of local users registered on the pe1 device. [Answer format: list],[admin],,1.0,1.0,1.0,1.0,1.0,1.0,0.0
,,,numeric,,How many local users are registered on the p2 device? [Answer format: number],1,,1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.0
,,,numeric,,How many local users are registered on the leaf4 device? [Answer format: number],1,,1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.0
,,,numeric,,How many local users are registered on the leaf2 device? [Answer format: number],1,,1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.0
,,,numeric,,How many local users are registered on the pe2 device? [Answer format: number],1,,1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.0
,,,numeric,,How many local users are registered on the leaf1 device? [Answer format: number],1,,1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.0
,,,numeric,,How many local users are registered on the p4 device? [Answer format: number],1,,1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.0
,,,set,,Please provide the list of NTP servers configured on the pe1 equipment. [Answer format: list],[],,0.0,0.0,0.0,0.8016402125358582,0,0.0,0.0
,,,numeric,,How many local users are registered on the p3 device? [Answer format: number],1,,1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.0
,,,numeric,,How many local users are registered on the leaf3 device? [Answer format: number],1,,1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.0
,,,numeric,,How many local users are registered on the p1 device? [Answer format: number],1,,1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.0
,,,numeric,,How many local users are registered on the pe1 device? [Answer format: number],1,,1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.0
,,,text,,What is the operating system (OS) version of the leaf2 device? [Answer format: exact value only],15.7,,0.0,0.0,0.0,0.8736189603805542,0,0.0,0.0
,,,text,,What is the operating system (OS) version of the leaf1 device? [Answer format: exact value only],15.7,,0.0,0.0,0.0,0.8736189603805542,0,0.0,0.0
,,,text,,What is the operating system (OS) version of the leaf3 device? [Answer format: exact value only],15.7,,0.0,0.0,0.0,0.8736189603805542,0,0.0,0.0
,,,text,,What is the timezone of the leaf2 device? [Response format: setting value or null],null,,1.0,1.0,1.0,1.0,0,0.0,0.0
,,,text,,What is the timezone of the p3 equipment? [Response format: setting value or null],null,,1.0,1.0,1.0,1.0,0,0.0,0.0
,,,text,,What is the timezone of the pe1 equipment? [Response format: setting value or null],null,,1.0,1.0,1.0,1.0,0,0.0,0.0
