question_id,level,category,type,status,question,gold,pred,type_aware_score,exact_match,token_f1,bertscore_f1,rougeL,rouge1,rouge2
1,L1,System_Inventory,text,OK,p5 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""p5""",P5,1.0,1.0,1.0,0.9757944345474243,0.0,0.0,0.0
2,L1,System_Inventory,text,OK,p1 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""p1""",P1,1.0,1.0,1.0,0.9761629104614258,0.0,0.0,0.0
3,L1,System_Inventory,text,OK,leaf6 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""leaf6""",Leaf6,1.0,1.0,1.0,0.9042897820472717,0.0,0.0,0.0
4,L1,System_Inventory,text,OK,pe3 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""pe3""",PE3,1.0,1.0,1.0,0.9492052793502808,0.0,0.0,0.0
5,L1,System_Inventory,text,OK,p8 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""p8""",P8,1.0,1.0,1.0,0.9726575016975403,0.0,0.0,0.0
6,L1,System_Inventory,text,OK,leaf2 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""leaf2""",Leaf2,1.0,1.0,1.0,0.9003494381904602,0.0,0.0,0.0
7,L1,System_Inventory,text,OK,leaf12 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""leaf12""",Leaf12,1.0,1.0,1.0,0.899958610534668,0.0,0.0,0.0
8,L1,System_Inventory,text,OK,leaf8 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""leaf8""",Leaf8,1.0,1.0,1.0,0.9026337265968323,0.0,0.0,0.0
9,L1,System_Inventory,text,OK,leaf7 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""leaf7""",Leaf7,1.0,1.0,1.0,0.89970463514328,0.0,0.0,0.0
10,L1,System_Inventory,text,OK,p10 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""p10""",P10,1.0,1.0,1.0,0.9681842923164368,0.0,0.0,0.0
11,L1,System_Inventory,text,OK,leaf5 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""leaf5""",Leaf5,1.0,1.0,1.0,0.9149248003959656,0.0,0.0,0.0
12,L1,System_Inventory,text,OK,pe2 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""pe2""",PE2,1.0,1.0,1.0,0.9514011740684509,0.0,0.0,0.0
13,L1,System_Inventory,text,OK,pe6 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""pe6""",PE6,1.0,1.0,1.0,0.9475167989730835,0.0,0.0,0.0
14,L1,System_Inventory,text,OK,p7 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""p7""",P7,1.0,1.0,1.0,0.9726632833480835,0.0,0.0,0.0
15,L1,System_Inventory,text,OK,p2 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""p2""",P2,1.0,1.0,1.0,0.976568877696991,0.0,0.0,0.0
16,L1,System_Inventory,text,OK,pe4 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""pe4""",PE4,1.0,1.0,1.0,0.9592921137809753,0.0,0.0,0.0
17,L1,System_Inventory,text,OK,asbr2 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""asbr2""",ASBR2,1.0,1.0,1.0,0.9549437165260315,0.0,0.0,0.0
18,L1,System_Inventory,text,OK,leaf9 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""leaf9""",Leaf9,1.0,1.0,1.0,0.9055842757225037,0.0,0.0,0.0
19,L1,System_Inventory,text,OK,p4 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""p4""",P4,1.0,1.0,1.0,0.9747598767280579,0.0,0.0,0.0
20,L1,System_Inventory,text,OK,leaf1 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],"""leaf1""",Leaf1,1.0,1.0,1.0,0.8935976028442383,0.0,0.0,0.0
21,L1,System_Inventory,text,OK,p1 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],"""15.7""",15.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0
22,L1,System_Inventory,text,OK,p9 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],"""15.7""",15.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0
