question_id,level,category,type,status,question,gold,pred,type_aware_score,exact_match,token_f1,bertscore_f1,rougeL,rouge1,rouge2
18,Unknown,Unknown,text,ACCEPT,When does the RNS-B return a message to RNC-A?,Once resource allocation has been completed,Once resource allocation has been completed by RNS-B,0.8571428571428571,0.0,0.8571428571428571,0.9585477709770203,0.8,0.8,0.7692307692307693
13,Unknown,Unknown,text,ACCEPT,When does RNS-B send an IU-ENHANCED-RELOCATION-COMPLETE-CONFIRM message?,After the completion of the Iu UP initialization,After the completion of the Iu UP initialization,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,Unknown,Unknown,text,ACCEPT,Does the RNS-B initialize the lu UP towards RNS?,if necessary,"RNS-B shall initialize the Iu UP towards RNS A, if necessary.",0.3636363636363636,0.0,0.15384615384615385,0.8463941216468811,0.2857142857142857,0.2857142857142857,0.16666666666666669
19,Unknown,Unknown,text,ACCEPT,What will RNS-B return if resources cannot be allocated?,returns an IUR-ENHANCED-RELOCATION-FAILURE message to RNS-A,an IUR-ENHANCED-RELOCATION-FAILURE message,0.5714285714285715,0.0,0.6666666666666666,0.9484884738922119,0.7499999999999999,0.7499999999999999,0.7142857142857143
10,Unknown,Unknown,text,ACCEPT,When does the Serving RNS send a message to the new RNS?,When the Serving RNS (RNS-A) makes the decision to perform the Enhanced SRNS Relocation procedure,When the Serving RNS (RNS-A) makes the decision to perform the Enhanced SRNS Relocation procedure it will send an IUR-ENHANCED-RELOCATION-REQUEST message to the new RNS (RNSB).,0.7586206896551725,0.0,0.7647058823529412,0.9252390265464783,0.6956521739130436,0.6956521739130436,0.6818181818181819
0,Unknown,Unknown,text,ACCEPT,"When deferring or rejecting a concurrent request, what needs to be considered?",LCS Client/AF priority and any other relevant priority information,LCS Client/AF priority and any other relevant priority information (e.g. UE subscription preferences) should be considered when rejecting or deferring a concurrent request or when cancelling one or more existing requests.,0.47058823529411764,0.0,0.45714285714285713,0.8928766846656799,0.4651162790697675,0.4651162790697675,0.43902439024390244
2,Unknown,Unknown,text,ACCEPT,What can be combined by an AMF?,"concurrent 5GC-MT LR, 5GC-MO LR and 5GC-NI LR location requests","concurrent 5GC-MT LR, 5GC-MO LR and 5GC-NI LR location requests",1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,Unknown,Unknown,text,ACCEPT,"What message is prefixed by ""A""?",an AInterface message,AInterface message,1.0,0.0,0.8,0.9103928804397583,0.8,0.8,0.6666666666666666
12,Unknown,Unknown,text,ACCEPT,What is an example command for releasing resources?,IURELEASECOMMAND sequence,the IURELEASECOMMAND sequence,1.0,0.0,0.8,0.9606304168701172,0.8,0.8,0.6666666666666666
16,Unknown,Unknown,text,ACCEPT,What does the 3G_MSCA send if the necessary resources cannot be allocated or a failure occurs in 3G_MSC-A?,an IU-ENHANCED-RELOCATION-COMPLETE-FAILURE message to RNS-B,an IU-ENHANCED-RELOCATION-COMPLETE-FAILURE message,0.6666666666666666,0.0,0.7499999999999999,0.9642587900161743,0.8235294117647058,0.8235294117647058,0.8
22,Unknown,Unknown,text,ACCEPT,Who does RNS-B send an IU-ENHANCED-RELOCATION-COMPLETE-CONFIRM message to?,3G_MSC-A,3G_MSC-A,1.0,1.0,1.0,1.0000001192092896,1.0,1.0,1.0
27,Unknown,Unknown,text,ACCEPT,What does the RNS-B send after the completion of the Iu UP initialization?,an IU-ENHANCED-RELOCATION-COMPLETE-CONFIRM message to 3G_MSC-A,an IU-ENHANCED-RELOCATION-COMPLETE-CONFIRM message,0.6666666666666666,0.0,0.7499999999999999,0.9485205411911011,0.7777777777777778,0.7777777777777778,0.7499999999999999
17,Unknown,Unknown,text,ACCEPT,When does RNS-A terminate the procedure?,If the resources cannot be allocated,"If the resources cannot be allocated, RNS-B returns an IUR-ENHANCED-RELOCATION-FAILURE message to RNS-A, and RNS-A terminates the procedure.",0.5263157894736842,0.0,0.4347826086956522,0.8763833045959473,0.4,0.4,0.3571428571428571
9,Unknown,Unknown,text,ACCEPT,"What message is prefixed by ""I""?",an ISDN/PSTN message,an ISDN/PSTN message,1.0,1.0,1.0,1.0000001192092896,1.0,1.0,1.0
28,Unknown,Unknown,text,ACCEPT,What message does the RNS-B send to RNC-A when resource allocation has been completed?,IUR-ENHANCED-RELOCATION-RESPONSE message,IUR-ENHANCED-RELOCATION-RESPONSE message,1.0,1.0,1.0,0.9999998807907104,1.0,1.0,1.0
1,Unknown,Unknown,text,ACCEPT,How can concurrent location requests be combined?,by executing only one request and using the ensuing location estimate result(s) to satisfy the other request(s),"if allowed by the QoS requirements and privacy settings, the entity may combine the concurrent location requests by fully executing one of the requests and using the ensuing location estimate result(s) to satisfy the other request(s) without fully executing the latter.",0.6190476190476191,0.0,0.6222222222222222,0.9261542558670044,0.5806451612903226,0.5806451612903226,0.4666666666666666
14,Unknown,Unknown,text,ACCEPT,What does 3G_MSC-A do when receiving the IU-ENHANCED-RELOCATION-COMPLETE-CONFIRM message?,shall begin to release the resources associated to the RNS-A,it shall begin to release the resources associated to the RNS-A.,0.9333333333333333,0.0,0.823529411764706,0.9679070115089417,0.9565217391304348,0.9565217391304348,0.9523809523809523
25,Unknown,Unknown,text,ACCEPT,What does RNC-B do after receiving the IU-ENHANCED-RELOCATION-COMPLETE-RESPONSE message?,start to configure the Iu transport bearer for each Radio Access Bearer between the MSC-A and RNC-B and perform Iu UP initialization,"it shall start to configure the Iu transport bearer for each Radio Access Bearer between the MSC-A and RNC-B and perform Iu UP initialization, if necessary.",0.8947368421052632,0.0,0.85,0.9735641479492188,0.923076923076923,0.923076923076923,0.92
