question_id,level,category,type,status,question,gold,pred,type_aware_score,exact_match,token_f1,bertscore_f1,rougeL,rouge1,rouge2
,,,set,,Please provide the list of NTP servers configured on the pe1 equipment. [Answer format: list],[],,1.0,1.0,1.0,1.0,0,0.0,0.0
,,,set,,Please provide the list of Syslog servers configured on the leaf3 device. [Answer format: list],[],,1.0,1.0,1.0,1.0,0,0.0,0.0
,,,set,,Please provide the list of Syslog servers configured on the pe1 equipment. [Answer format: list],[],,1.0,1.0,1.0,1.0,0,0.0,0.0
,,,set,,Please provide the list of Syslog servers configured on the leaf1 device. [Answer format: list],[],,1.0,1.0,1.0,1.0,0,0.0,0.0
,,,map,,Please let me know the status of each interface on the pe1 device. [Response format: {{'Interface Name': 'Status'}}],"{GigabitEthernet0/0: up, GigabitEthernet0/1: up, GigabitEthernet0/2: up, GigabitEthernet0/3: up, Loopback0: up}",,0.0,0.0,0.42857142857142855,0.9475307464599609,0.5714285714285714,0.6428571428571429,0.3076923076923077
,,,map,,Please let me know the status of each interface on the pe2 device. [Response format: {{'Interface Name': 'Status'}}],"{GigabitEthernet0/0: up, GigabitEthernet0/1: up, GigabitEthernet0/2: up, GigabitEthernet0/3: up, Loopback0: up}",,0.0,0.0,0.7142857142857143,0.9711676239967346,0.8571428571428571,1.0,0.9230769230769231
,,,number,,How many entries are there in the routing table of the leaf1 device? [Answer format: number],4,,0.0,0.0,0.0,0.9998157620429993,0.0,0.0,0.0
,,,number,,How many entries are there in the routing table of the pe2 device? [Answer format: number],5,,0.0,0.0,0.0,0.9774905443191528,0.0,0.0,0.0
,,,number,,How many entries are there in the routing table of the pe1 device? [Answer format: number],5,,0.0,0.0,0.0,0.99934321641922,0.0,0.0,0.0
,,,number,,How many entries are there in the routing table of the p2 device? [Answer format: number],5,,0.0,0.0,0.0,0.9774905443191528,0.0,0.0,0.0
,,,text,,What is the SSH version of the pe2 equipment? [Answer format: exact value only],2,,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.0
,,,text,,What is the SSH version of the p1 equipment? [Answer format: exact value only],2,,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.0
,,,text,,What is the SSH version of the p4 device? [Answer format: exact value only],2,,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.0
,,,text,,What is the SSH version of the leaf3 device? [Answer format: exact value only],2,,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.0
,,,text,,What is the SSH version of the p2 equipment? [Answer format: exact value only],2,,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.0
,,,text,,What is the SSH version of the leaf4 device? [Answer format: exact value only],2,,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.0
,,,text,,What is the SSH version of the pe1 equipment? [Answer format: exact value only],2,,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.0
,,,text,,What is the SSH version of the leaf1 device? [Answer format: exact value only],2,,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.0
,,,text,,What is the SSH version of the p3 equipment? [Answer format: exact value only],2,,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.0
,,,text,,"What is the AAA authentication method for the leaf1 device? [Answer format: one of local, tacacs+, radius, or 'not set']",not set,,0.0,0.0,0.0,0.8944936990737915,0.0,0.0,0.0
,,,text,,"What is the AAA authentication method for the leaf4 device? [Answer format: one of local, tacacs+, radius, or 'not set']",Not set,,0.0,0.0,0.0,0.8895916938781738,0.0,0.0,0.0
,,,text,,"What is the AAA authentication method for the leaf2 device? [Answer format: one of local, tacacs+, radius, or 'not set']",not set,,0.0,0.0,0.0,0.8944936990737915,0.0,0.0,0.0
,,,text,,"What is the AAA authentication method for the p2 device? [Answer format: one of local, tacacs+, radius, or 'not set']",Not set,,0.0,0.0,0.0,0.8895916938781738,0.0,0.0,0.0
,,,text,,"What is the AAA authentication method of the leaf3 device? [Answer format: one of local, tacacs+, radius, or 'not set']",not set,,0.0,0.0,0.0,0.8944936990737915,0.0,0.0,0.0
,,,text,,"What is the AAA authentication method for the p1 device? [Answer format: one of local, tacacs+, radius, or 'not set']",Not set,,0.0,0.0,0.0,0.8895916938781738,0.0,0.0,0.0
